total_tokens,ep,tp,num_experts,tokens_per_expert,max_m,total_valid_m,hidden_size,intermediate_size_per_tp,topk,time_us,tflops,diff,status
2168,2,20,128,339,384,43392,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,21,128,356,384,45568,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,22,128,373,384,47744,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,23,128,390,512,49920,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,24,128,407,512,52096,7168,86,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,25,128,424,512,54272,7168,82,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,26,128,441,512,56448,7168,79,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,27,128,458,512,58624,7168,76,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,28,128,475,512,60800,7168,74,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,29,128,492,512,62976,7168,71,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,30,128,509,512,65152,7168,69,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,31,128,526,640,67328,7168,67,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,32,128,542,640,69376,7168,64,8,234.1,272,0.000723,OK
2168,2,33,128,559,640,71552,7168,63,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,34,128,576,640,73728,7168,61,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,35,128,593,640,75904,7168,59,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,2,36,128,610,640,78080,7168,57,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,1,86,26,128,2236,7168,2048,8,217.4,302,0.000722,OK
2168,3,2,86,51,128,4386,7168,1024,8,124.4,517,0.000722,OK
2168,3,3,86,76,128,6536,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,4,86,101,128,8686,7168,512,8,80.9,788,0.000722,OK
2168,3,5,86,127,128,10922,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,6,86,152,256,13072,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,7,86,177,256,15222,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,8,86,202,256,17372,7168,256,8,83.1,767,0.000720,OK
2168,3,9,86,227,256,19522,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,10,86,253,256,21758,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,11,86,278,384,23908,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,12,86,303,384,26058,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,13,86,328,384,28208,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,14,86,353,384,30358,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,15,86,379,384,32594,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,16,86,404,512,34744,7168,128,8,128.0,498,0.000720,OK
2168,3,17,86,429,512,36894,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,18,86,454,512,39044,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,19,86,479,512,41194,7168,108,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,20,86,505,512,43430,7168,103,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,21,86,530,640,45580,7168,98,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,22,86,555,640,47730,7168,94,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,23,86,580,640,49880,7168,90,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,3,24,86,606,640,52116,7168,86,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,1,64,34,128,2176,7168,2048,8,166.5,384,0.000727,OK
2168,4,2,64,68,128,4352,7168,1024,8,94.0,680,0.000719,OK
2168,4,3,64,102,128,6528,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,4,64,136,256,8704,7168,512,8,82.4,775,0.000718,OK
2168,4,5,64,170,256,10880,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,6,64,204,256,13056,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,7,64,238,256,15232,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,8,64,271,384,17344,7168,256,8,88.7,718,0.000721,OK
2168,4,9,64,305,384,19520,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,10,64,339,384,21696,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,11,64,373,384,23872,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,12,64,407,512,26048,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,13,64,441,512,28224,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,14,64,475,512,30400,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,15,64,509,512,32576,7168,137,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,16,64,542,640,34688,7168,128,8,117.7,541,0.000720,OK
2168,4,17,64,576,640,36864,7168,121,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,4,18,64,610,640,39040,7168,114,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,1,52,42,128,2184,7168,2048,8,137.8,465,0.000719,OK
2168,5,2,52,84,128,4368,7168,1024,8,77.8,824,0.000720,OK
2168,5,3,52,126,128,6552,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,4,52,167,256,8684,7168,512,8,67.3,947,0.000722,OK
2168,5,5,52,209,256,10868,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,6,52,251,256,13052,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,7,52,292,384,15184,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,8,52,334,384,17368,7168,256,8,72.8,876,0.000720,OK
2168,5,9,52,376,384,19552,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,10,52,417,512,21684,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,11,52,459,512,23868,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,12,52,501,512,26052,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,13,52,542,640,28184,7168,158,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,5,14,52,584,640,30368,7168,147,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,1,43,51,128,2193,7168,2048,8,117.6,548,0.000720,OK
2168,6,2,43,101,128,4343,7168,1024,8,66.4,960,0.000721,OK
2168,6,3,43,152,256,6536,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,4,43,202,256,8686,7168,512,8,56.2,1134,0.000720,OK
2168,6,5,43,253,256,10879,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,6,43,303,384,13029,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,7,43,353,384,15179,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,8,43,404,512,17372,7168,256,8,76.9,829,0.000718,OK
2168,6,9,43,454,512,19522,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,10,43,505,512,21715,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,11,43,555,640,23865,7168,187,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,6,12,43,606,640,26058,7168,171,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,7,1,37,59,128,2183,7168,2048,8,102.5,626,0.000720,OK
2168,7,2,37,118,128,4366,7168,1024,8,57.6,1113,0.000718,OK
2168,7,3,37,176,256,6512,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,7,4,37,235,256,8695,7168,512,8,49.4,1293,0.000716,OK
2168,7,5,37,293,384,10841,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,7,6,37,352,384,13024,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,7,7,37,411,512,15207,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,7,8,37,469,512,17353,7168,256,8,66.6,956,0.000718,OK
2168,7,9,37,528,640,19536,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,7,10,37,586,640,21682,7168,205,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,8,1,32,68,128,2176,7168,2048,8,91.1,701,0.000718,OK
2168,8,2,32,136,256,4352,7168,1024,8,69.3,922,0.000718,OK
2168,8,3,32,204,256,6528,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,8,4,32,271,384,8672,7168,512,8,59.2,1075,0.000717,OK
2168,8,5,32,339,384,10848,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,8,6,32,407,512,13024,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,8,7,32,475,512,15200,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,8,8,32,542,640,17344,7168,256,8,70.1,909,0.000718,OK
2168,8,9,32,610,640,19520,7168,228,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,9,1,29,75,128,2175,7168,2048,8,84.5,755,0.000718,OK
2168,9,2,29,150,256,4350,7168,1024,8,64.1,996,0.000718,OK
2168,9,3,29,225,256,6525,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,9,4,29,300,384,8700,7168,512,8,54.4,1174,0.000717,OK
2168,9,5,29,374,384,10846,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,9,6,29,449,512,13021,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,9,7,29,524,640,15196,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,9,8,29,599,640,17371,7168,256,8,64.0,996,0.000717,OK
2168,10,1,26,84,128,2184,7168,2048,8,77.0,833,0.000718,OK
2168,10,2,26,167,256,4342,7168,1024,8,58.0,1099,0.000720,OK
2168,10,3,26,251,256,6526,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,10,4,26,334,384,8684,7168,512,8,48.7,1308,0.000717,OK
2168,10,5,26,417,512,10842,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,10,6,26,501,512,13026,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,10,7,26,584,640,15184,7168,293,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,11,1,24,91,128,2184,7168,2048,8,71.5,897,0.000717,OK
2168,11,2,24,181,256,4344,7168,1024,8,55.9,1141,0.000718,OK
2168,11,3,24,271,384,6504,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,11,4,24,362,384,8688,7168,512,8,45.7,1396,0.000716,OK
2168,11,5,24,452,512,10848,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,11,6,24,542,640,13008,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,12,1,22,99,128,2178,7168,2048,8,66.1,967,0.000718,OK
2168,12,2,22,198,256,4356,7168,1024,8,50.4,1270,0.000718,OK
2168,12,3,22,296,384,6512,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,12,4,22,395,512,8690,7168,512,8,51.9,1230,0.000716,OK
2168,12,5,22,493,512,10846,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,12,6,22,592,640,13024,7168,342,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,13,1,20,109,128,2180,7168,2048,8,60.7,1054,0.000716,OK
2168,13,2,20,217,256,4340,7168,1024,8,46.0,1384,0.000716,OK
2168,13,3,20,326,384,6520,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,13,4,20,434,512,8680,7168,512,8,46.9,1358,0.000717,OK
2168,13,5,20,542,640,10840,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,14,1,19,115,128,2185,7168,2048,8,58.3,1100,0.000717,OK
2168,14,2,19,229,256,4351,7168,1024,8,44.0,1453,0.000717,OK
2168,14,3,19,343,384,6517,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,14,4,19,457,512,8683,7168,512,8,45.4,1404,0.000715,OK
2168,14,5,19,571,640,10849,7168,410,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,15,1,18,121,128,2178,7168,2048,8,55.7,1149,0.000717,OK
2168,15,2,18,241,256,4338,7168,1024,8,43.4,1466,0.000716,OK
2168,15,3,18,362,384,6516,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,15,4,18,482,512,8676,7168,512,8,44.3,1437,0.000717,OK
2168,16,1,16,136,256,2176,7168,2048,8,64.9,984,0.000714,OK
2168,16,2,16,271,384,4336,7168,1024,8,50.9,1251,0.000716,OK
2168,16,3,16,407,512,6512,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,16,4,16,542,640,8672,7168,512,8,46.2,1376,0.000717,OK
2168,17,1,16,136,256,2176,7168,2048,8,64.9,984,0.000716,OK
2168,17,2,16,271,384,4336,7168,1024,8,50.7,1255,0.000717,OK
2168,17,3,16,407,512,6512,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,17,4,16,542,640,8672,7168,512,8,46.3,1373,0.000716,OK
2168,18,1,15,145,256,2175,7168,2048,8,64.3,993,0.000716,OK
2168,18,2,15,290,384,4350,7168,1024,8,48.7,1312,0.000717,OK
2168,18,3,15,434,512,6510,7168,683,8,,,,"ERR: CUDA driver error (_deps/repo-deepgemm-src/csrc/apis/../jit_kernels/impls/runtime_utils.hpp:110): 1 (CUDA_ERROR_INVALID_VALUE, invalid argument)"
2168,18,4,15,579,640,8685,7168,512,8,44.5,1434,0.000716,OK
2168,19,1,14,155,256,2170,7168,2048,8,58.6,1088,0.000716,OK
2168,19,2,14,310,384,4340,7168,1024,8,44.9,1419,0.000715,OK
